policy,,gross_return,drawdown,cost_frac,stability,reward,equity
all_long,227,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,228,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,229,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,230,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,231,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,232,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,233,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,234,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,235,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,236,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,237,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,238,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,239,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,240,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,241,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,242,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,243,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,244,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,245,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,246,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,247,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,248,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,249,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,250,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,251,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,252,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,253,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,254,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,255,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,256,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,257,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,258,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,259,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,260,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,261,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,262,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,263,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,264,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
all_long,265,0.0,0.00016148381377626211,0.0,-0.0,-0.00032296762755252423,9998385.161862237
