action,position,equity
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
0,-1,9998385.16187676
