action,position,equity
0,-1,0.9796895180739669
0,-1,0.9798838110938543
0,-1,0.9857751345515859
0,-1,0.9864391313748592
0,-1,0.9867517298214491
0,-1,0.986170821791183
0,-1,0.9856848218136335
0,-1,0.9860217140728741
0,-1,0.98528797658971
0,-1,0.9847716589681886
0,-1,0.9849907281070162
0,-1,0.9848902973500147
0,-1,0.9843377934994212
0,-1,0.9839178278197461
0,-1,0.9849150126486934
0,-1,0.9816354334532914
0,-1,0.9817617166221788
0,-1,0.9806917197275515
0,-1,0.9810301167443432
0,-1,0.9809270552477605
0,-1,0.9795384706734479
0,-1,0.978352948302404
0,-1,0.9783675911773037
0,-1,0.9783934610306622
0,-1,0.9803264805984917
0,-1,0.9812625122013796
0,-1,0.9798484159354067
0,-1,0.979381834274289
0,-1,0.9785175478102871
0,-1,0.9775542030642923
0,-1,0.9778465851617487
0,-1,0.9783453949322442
0,-1,0.978560155760796
0,-1,0.9790386967442093
0,-1,0.9786999687745618
0,-1,0.9782520630166252
0,-1,0.9778519030399346
0,-1,0.9733757268138757
0,-1,0.9732694322315862
0,-1,0.9721878795194452
0,-1,0.9706788023855496
0,-1,0.9716863800564309
0,-1,0.9729204231265166
0,-1,0.9741851190318879
0,-1,0.976087101230825
0,-1,0.9752271318584878
0,-1,0.9761971379326522
0,-1,0.9767365633124778
0,-1,0.9696822237132784
0,-1,0.9766162149033178
0,-1,0.9770102285030289
0,-1,0.9775944235486861
0,-1,0.97658060712139
0,-1,0.9748397749060226
0,-1,0.9727648990636144
0,-1,0.9737687321129427
0,-1,0.9732415981685794
0,-1,0.9730662380164251
0,-1,0.971580318519544
0,-1,0.971739193440006
0,-1,0.9717006657095568
0,-1,0.9717247436317182
0,-1,0.9719125607322455
0,-1,0.9714596983350886
0,-1,0.9729325367911872
0,-1,0.9704462123800182
0,-1,0.9685427032793323
0,-1,0.9675284112197702
0,-1,0.9675250691494209
0,-1,0.967482099970355
0,-1,0.9665655055684428
0,-1,0.9587415527746829
0,-1,0.958038297009017
0,-1,0.9638199480109112
0,-1,0.9615787101304432
0,-1,0.9609891650330885
0,-1,0.9593013638216991
0,-1,0.9618563426259167
0,-1,0.9607742450971394
0,-1,0.9612450979208603
0,-1,0.9610678836471428
0,-1,0.961161640667844
0,-1,0.9601437779476348
0,-1,0.9582346208715403
0,-1,0.958192467625221
0,-1,0.9586607958229474
0,-1,0.9595327381991656
0,-1,0.9597628616824168
0,-1,0.9604253714479756
0,-1,0.9614322718606683
0,-1,0.9630763986783232
0,-1,0.9616915846733322
0,-1,0.9618788728150599
0,-1,0.9642069643184378
0,-1,0.9682948476903843
0,-1,0.9689295128733907
0,-1,0.9808411439604843
0,-1,0.9822252545633333
0,-1,0.980295804862429
0,-1,0.9781827127162621
