timestamp,rawppo_reward,nautilus_reward,raw_gross,nau_gross,raw_dd,nau_dd,reward_delta
2023-04-03 00:00:00+00:00,-0.09903539036322627,-0.1,0.0010396096367737417,0.0,0.0,0.0,0.0009646096367737361
2023-04-03 01:00:00+00:00,0.003968911890666171,0.0,0.003968911890666171,0.0,0.0,0.0,0.003968911890666171
2023-04-03 02:00:00+00:00,0.0003687665016607333,0.0,0.0003687665016607333,0.0,0.0,0.0,0.0003687665016607333
2023-04-03 03:00:00+00:00,-0.001152820439250368,0.0,-0.00038427347975011905,0.0,0.0003842734797501245,0.0,-0.001152820439250368
2023-04-03 04:00:00+00:00,-0.002673323181479177,0.0,-0.0006350881056704782,0.0,0.0010191175379043495,0.0,-0.002673323181479177
2023-04-03 05:00:00+00:00,-0.0034499613032618983,0.0,-0.00047089534095134944,0.0,0.0014895329811552744,0.0,-0.0034499613032618983
2023-04-03 06:00:00+00:00,-0.013850031494326094,0.0,-0.003627257123416161,0.0,0.005111387185454967,0.0,-0.013850031494326094
2023-04-03 07:00:00+00:00,-0.016136078479488142,-0.006049299030809657,-0.001977841043770079,-0.0018976990000000107,0.0070791187178590315,0.002040179812323861,-0.010086779448678484
2023-04-03 08:00:00+00:00,-0.014811423312862523,-0.004705403270720407,-0.000218761049340932,-0.00020863164607258134,0.0072963311317607955,0.002248385812323913,-0.010106020042142116
2023-04-03 09:00:00+00:00,-0.024159109739413202,-0.013655025691186455,-0.003204402747648105,-0.003057334066538703,0.010477353495882549,0.005298845812323876,-0.010504084048226748
2023-04-03 10:00:00+00:00,-0.0302633503279004,-0.01956596027148922,-0.0031247068844446613,-0.0030000206468414232,0.013569321721727869,0.008282969812323899,-0.010697390056411179
2023-04-03 11:00:00+00:00,-0.02770962284585965,-0.01711946438691658,-0.00019206391887216512,-0.00018553276226897412,0.013758779463493742,0.008466965812323802,-0.01059015845894307
2023-04-03 12:00:00+00:00,-0.022990237483129443,-0.012543335605524678,0.0015230776072218122,0.0014718400191230578,0.012256657545175628,0.007007587812323868,-0.010446901877604765
2023-04-03 13:00:00+00:00,-0.03963866633402005,-0.02863940815864178,-0.0050833200902487,-0.004897624533993851,0.017277673121885676,0.011870891812323965,-0.010999258175378272
2023-04-03 14:00:00+00:00,-0.037437292115529555,-0.02655652831509926,-0.0009718427447660272,-0.0009457326904515948,0.018232724685381764,0.012805397812323831,-0.010880763800430297
2023-04-03 15:00:00+00:00,-0.03504916511608289,-0.02422485886295068,0.0004779037431433819,0.00046595676169690836,0.017763534429613134,0.012345407812323794,-0.010824306253132205
2023-04-03 16:00:00+00:00,-0.03255796771112012,-0.02178809741753876,0.001001561227601977,0.0009756022071091873,0.01677976446936105,0.011381849812323973,-0.010769870293581361
2023-04-03 17:00:00+00:00,-0.029624516454363148,-0.018924327867053257,0.0013265098432773126,0.0012895757575946004,0.01547551314882023,0.010106951812323928,-0.010700188587309891
2023-04-03 18:00:00+00:00,-0.03506997279985729,-0.02422214894356674,-0.0013872949010607094,-0.0013451453189188864,0.01684133894939829,0.011438501812323927,-0.010847823856290548
2023-04-03 19:00:00+00:00,-0.03259180415910376,-0.021812515720793568,0.0003677535547411681,0.000357555903854259,0.016479778856922464,0.011085035812323913,-0.010779288438310192
2023-04-03 20:00:00+00:00,-0.03221641261706384,-0.021445430131137363,0.00025046679047224796,0.00024334549351037485,0.016233439703768043,0.010844387812323868,-0.010770982485926475
2023-04-03 22:00:00+00:00,-0.03403755836608999,-0.023219579464738842,-0.0005292877601448254,-0.000513983840091179,0.01675413530297258,0.011352797812323831,-0.010817978901351145
2023-04-03 23:00:00+00:00,-0.030395083967810967,-0.019668249843387078,0.0010494506380336333,0.0010201697812607922,0.0157222673029223,0.010344209812323936,-0.010726834124423889
2023-04-04 00:00:00+00:00,-0.024496123717567563,-0.01392341543927771,0.0023406707300159812,0.0022706601853700248,0.013418397223791772,0.008097037812323868,-0.010572708278289853
2023-04-04 01:00:00+00:00,-0.0307461537686581,-0.01998256830955142,-0.0013148821812989375,-0.0012696846849034888,0.014715635793679582,0.009356441812323965,-0.010763585459106682
2023-04-04 02:00:00+00:00,-0.025411973506027793,-0.01480765950815051,0.001353039922250554,0.0013099121164973175,0.013382506714139174,0.008058785812323914,-0.010604313997877283
2023-04-04 03:00:00+00:00,-0.029139939822159025,-0.01841889497408019,-0.0007987684810002449,-0.0007712513494324825,0.01417058567057939,0.008823821812323853,-0.010721044848078835
2023-04-04 04:00:00+00:00,-0.026945127792177104,-0.016292716831869374,0.00046978594430768794,0.0004543147927782301,0.013707456868242396,0.008373515812323802,-0.01065241096030773
2023-04-04 05:00:00+00:00,-0.031550733932363226,-0.020757293791665393,-0.001391321047458094,-0.001344258167017508,0.015079706442452564,0.009706517812323942,-0.010793440140697833
2023-04-04 06:00:00+00:00,-0.03111416337747024,-0.020341366808766165,-0.0003214820676595842,-0.0003114591841183975,0.015396340654905328,0.010014953812323884,-0.010772796568704075
2023-04-04 07:00:00+00:00,-0.02856062824203183,-0.017858235162337272,0.0007517336542075537,0.0007287564623104795,0.014656180948119692,0.009293495812323875,-0.010702393079694558
2023-04-04 08:00:00+00:00,-0.032777122962494694,-0.021952989928482443,-0.001166316182763305,-0.0011289943038347813,0.015805403389865694,0.01041199781232383,-0.010824133034012251
2023-04-04 09:00:00+00:00,-0.03036830498041524,-0.01961410916174858,0.000418577793691588,0.00040611446289919994,0.015393441387053414,0.01001011181232389,-0.01075419581866666
2023-04-04 10:00:00+00:00,-0.030532217219105637,-0.019772449320849806,8.576870199161757e-05,8.31463037978576e-05,0.015308992960548627,0.009927797812323832,-0.01075976789825583
2023-04-04 11:00:00+00:00,-0.03297023275538203,-0.02214380035389293,-0.000792167132127819,-0.0007678167292449982,0.016089032811627105,0.010687991812323966,-0.0108264324014891
2023-04-04 12:00:00+00:00,-0.04537969051240376,-0.034238425039032155,-0.004448253696164528,-0.004318249414384416,0.020465718408119615,0.014960087812323868,-0.011141265473371603
2023-04-04 13:00:00+00:00,-0.07612750072925116,-0.06451669993828858,-0.011894304968433467,-0.01164834831364068,0.03211659788040885,0.026434175812323952,-0.011610800790962578
2023-04-04 14:00:00+00:00,-0.07027657991484247,-0.05895120149577582,-0.002058536851530013,-0.0020639898711281453,0.03410902153165623,0.028443605812323837,-0.011325378419066653
2023-04-04 15:00:00+00:00,-0.06895819230905378,-0.05763526718018198,-0.0002524571256024011,-0.0002541715555343158,0.03435286759172569,0.02869054781232383,-0.011322925128871807
2023-04-04 16:00:00+00:00,-0.06515015432325233,-0.05378571868297814,0.0012129730211243306,0.0012218289416694712,0.03318156367218833,0.027503773812323808,-0.011364435640274187
2023-04-04 17:00:00+00:00,-0.07063812929783624,-0.05931991756399557,-0.001457236235781867,-0.0014643059393478967,0.034590446531027184,0.028927805812323838,-0.011318211733840663
2023-04-04 18:00:00+00:00,-0.0700552904563453,-0.05874022533978089,-0.0002983457396674716,-0.0003006697151330836,0.034878472358338915,0.029219777812323905,-0.01131506511656441
2023-04-04 19:00:00+00:00,-0.0670422912373392,-0.055691540414413036,0.0009264260432062521,0.0009342032102346689,0.03398435864027272,0.028312871812323854,-0.011350750822926158
2023-04-04 20:00:00+00:00,-0.06874241499633926,-0.05740749746217562,-0.0002638777152050853,-0.00026559783752767055,0.03423926864056709,0.028570949812323974,-0.011334917534163644
