timestamp,rawppo_action,nautilus_action,rawppo_target,nautilus_target,match
2023-04-20 20:00:00+00:00,0,0,-1,-1,True
2023-04-20 22:00:00+00:00,0,0,-1,-1,True
2023-04-20 23:00:00+00:00,0,0,-1,-1,True
2023-04-21 00:00:00+00:00,0,0,-1,-1,True
2023-04-21 01:00:00+00:00,0,0,-1,-1,True
2023-04-21 02:00:00+00:00,0,0,-1,-1,True
2023-04-21 03:00:00+00:00,0,0,-1,-1,True
2023-04-21 04:00:00+00:00,0,0,-1,-1,True
2023-04-21 05:00:00+00:00,0,0,-1,-1,True
2023-04-21 06:00:00+00:00,0,0,-1,-1,True
2023-04-21 07:00:00+00:00,0,0,-1,-1,True
2023-04-21 08:00:00+00:00,0,0,-1,-1,True
2023-04-21 09:00:00+00:00,0,0,-1,-1,True
2023-04-21 10:00:00+00:00,0,0,-1,-1,True
2023-04-21 11:00:00+00:00,0,0,-1,-1,True
2023-04-21 12:00:00+00:00,2,2,1,1,True
2023-04-21 13:00:00+00:00,2,2,1,1,True
2023-04-21 14:00:00+00:00,2,2,1,1,True
2023-04-21 15:00:00+00:00,2,2,1,1,True
2023-04-21 16:00:00+00:00,2,2,1,1,True
2023-04-21 17:00:00+00:00,2,2,1,1,True
2023-04-21 18:00:00+00:00,2,2,1,1,True
2023-04-21 19:00:00+00:00,2,2,1,1,True
2023-04-21 20:00:00+00:00,2,2,1,1,True
2023-04-24 00:00:00+00:00,2,2,1,1,True
2023-04-24 01:00:00+00:00,2,2,1,1,True
2023-04-24 02:00:00+00:00,2,2,1,1,True
2023-04-24 03:00:00+00:00,2,2,1,1,True
2023-04-24 04:00:00+00:00,2,2,1,1,True
2023-04-24 05:00:00+00:00,2,2,1,1,True
2023-04-24 06:00:00+00:00,2,2,1,1,True
2023-04-24 07:00:00+00:00,2,2,1,1,True
2023-04-24 08:00:00+00:00,2,2,1,1,True
2023-04-24 09:00:00+00:00,2,2,1,1,True
2023-04-24 10:00:00+00:00,2,2,1,1,True
2023-04-24 11:00:00+00:00,2,2,1,1,True
2023-04-24 12:00:00+00:00,2,2,1,1,True
2023-04-24 13:00:00+00:00,2,2,1,1,True
2023-04-24 14:00:00+00:00,2,2,1,1,True
2023-04-24 15:00:00+00:00,2,2,1,1,True
2023-04-24 16:00:00+00:00,2,2,1,1,True
2023-04-24 17:00:00+00:00,2,2,1,1,True
2023-04-24 18:00:00+00:00,2,2,1,1,True
2023-04-24 19:00:00+00:00,2,2,1,1,True
2023-04-24 20:00:00+00:00,2,2,1,1,True
2023-04-24 22:00:00+00:00,2,2,1,1,True
2023-04-24 23:00:00+00:00,1,1,0,0,True
2023-04-25 00:00:00+00:00,0,0,-1,-1,True
2023-04-25 01:00:00+00:00,0,0,-1,-1,True
2023-04-25 02:00:00+00:00,0,0,-1,-1,True
2023-04-25 03:00:00+00:00,0,0,-1,-1,True
2023-04-25 04:00:00+00:00,0,0,-1,-1,True
2023-04-25 05:00:00+00:00,0,0,-1,-1,True
2023-04-25 06:00:00+00:00,0,0,-1,-1,True
2023-04-25 07:00:00+00:00,0,0,-1,-1,True
2023-04-25 08:00:00+00:00,2,2,1,1,True
2023-04-25 09:00:00+00:00,2,2,1,1,True
2023-04-25 10:00:00+00:00,2,2,1,1,True
2023-04-25 11:00:00+00:00,2,2,1,1,True
2023-04-25 12:00:00+00:00,2,2,1,1,True
2023-04-25 13:00:00+00:00,2,2,1,1,True
2023-04-25 14:00:00+00:00,2,2,1,1,True
2023-04-25 15:00:00+00:00,2,2,1,1,True
2023-04-25 16:00:00+00:00,2,2,1,1,True
2023-04-25 17:00:00+00:00,2,2,1,1,True
2023-04-25 18:00:00+00:00,1,1,0,0,True
2023-04-25 19:00:00+00:00,0,0,-1,-1,True
2023-04-25 20:00:00+00:00,0,0,-1,-1,True
2023-04-25 22:00:00+00:00,0,0,-1,-1,True
2023-04-25 23:00:00+00:00,0,0,-1,-1,True
2023-04-26 00:00:00+00:00,0,0,-1,-1,True
2023-04-26 01:00:00+00:00,0,0,-1,-1,True
2023-04-26 02:00:00+00:00,0,0,-1,-1,True
2023-04-26 03:00:00+00:00,0,0,-1,-1,True
2023-04-26 04:00:00+00:00,0,0,-1,-1,True
2023-04-26 05:00:00+00:00,0,0,-1,-1,True
2023-04-26 06:00:00+00:00,0,0,-1,-1,True
2023-04-26 07:00:00+00:00,0,0,-1,-1,True
2023-04-26 08:00:00+00:00,0,0,-1,-1,True
2023-04-26 09:00:00+00:00,0,0,-1,-1,True
2023-04-26 10:00:00+00:00,0,0,-1,-1,True
2023-04-26 11:00:00+00:00,0,0,-1,-1,True
2023-04-26 12:00:00+00:00,0,0,-1,-1,True
2023-04-26 13:00:00+00:00,0,0,-1,-1,True
2023-04-26 14:00:00+00:00,0,0,-1,-1,True
2023-04-26 15:00:00+00:00,0,0,-1,-1,True
2023-04-26 16:00:00+00:00,2,2,1,1,True
2023-04-26 17:00:00+00:00,2,2,1,1,True
2023-04-26 18:00:00+00:00,2,2,1,1,True
2023-04-26 19:00:00+00:00,2,2,1,1,True
2023-04-26 20:00:00+00:00,2,2,1,1,True
2023-04-26 22:00:00+00:00,2,2,1,1,True
2023-04-26 23:00:00+00:00,2,2,1,1,True
2023-04-27 00:00:00+00:00,2,2,1,1,True
2023-04-27 01:00:00+00:00,2,2,1,1,True
2023-04-27 02:00:00+00:00,2,2,1,1,True
2023-04-27 03:00:00+00:00,2,2,1,1,True
2023-04-27 04:00:00+00:00,0,0,-1,-1,True
2023-04-27 05:00:00+00:00,0,0,-1,-1,True
2023-04-27 06:00:00+00:00,0,0,-1,-1,True
2023-04-27 07:00:00+00:00,0,0,-1,-1,True
2023-04-27 08:00:00+00:00,0,0,-1,-1,True
2023-04-27 09:00:00+00:00,0,0,-1,-1,True
2023-04-27 10:00:00+00:00,0,0,-1,-1,True
2023-04-27 11:00:00+00:00,0,0,-1,-1,True
2023-04-27 12:00:00+00:00,2,2,1,1,True
2023-04-27 13:00:00+00:00,2,2,1,1,True
2023-04-27 14:00:00+00:00,2,2,1,1,True
2023-04-27 15:00:00+00:00,2,2,1,1,True
2023-04-27 16:00:00+00:00,2,2,1,1,True
2023-04-27 17:00:00+00:00,2,2,1,1,True
2023-04-27 18:00:00+00:00,2,2,1,1,True
2023-04-27 19:00:00+00:00,2,2,1,1,True
2023-04-27 20:00:00+00:00,2,2,1,1,True
2023-04-27 22:00:00+00:00,2,2,1,1,True
2023-04-27 23:00:00+00:00,2,2,1,1,True
