side,entry_time,exit_time,entry_price,exit_price,holding_bars,net_return_pct,equity_after,mfe_pct,mae_pct
long,2022-01-07 06:00:00,2022-01-07 09:00:00,1789.768,1791.208,4,0.14443429133697006,0.8614451953987006,0.17879412303718478,0.0
long,2022-01-07 10:00:00,2022-01-07 11:00:00,1793.238,1789.218,2,0.08329959155246591,0.8621627757279161,0.0,-0.2241754859087286
long,2022-01-07 12:00:00,2022-01-07 17:00:00,1789.088,1796.325,6,0.33876783074533456,0.8650835058607433,0.40450777155736084,-0.002235775993131295
short,2022-01-07 20:00:00,2022-01-10 00:00:00,1795.808,1794.835,3,0.058347566564354025,0.8655882610351627,0.08909638446871204,0.0
short,2022-01-10 02:00:00,2022-01-10 03:00:00,1792.008,1792.318,2,0.0964775816417518,0.8664233596563843,0.0,-0.017299029915052166
short,2022-01-10 06:00:00,2022-01-10 07:00:00,1793.578,1796.258,2,0.07532826017362382,0.8670760212989513,0.0,-0.14942199335630235
long,2022-01-10 07:00:00,2022-01-10 08:00:00,1796.258,1796.705,2,0.06443405433107507,0.8666001907787333,0.024885066621815888,0.0
short,2022-01-10 08:00:00,2022-01-10 12:00:00,1796.705,1792.875,5,0.2552838378319988,0.8692895262430442,0.2775636512393431,-0.20999551957612272
long,2022-01-10 12:00:00,2022-01-10 19:00:00,1792.875,1800.868,8,0.4621105238860279,0.873004933218829,0.4458202607543704,0.0
short,2022-01-10 20:00:00,2022-01-27 06:00:00,1801.258,1810.828,280,-0.6132325094456048,0.8676513831592673,0.009437848437043872,-2.822804950762192
long,2022-01-27 06:00:00,2022-02-07 09:00:00,1810.828,1810.274,163,0.14721828759072242,0.8690838824791529,0.28053465044719506,-1.5511688575612914
short,2022-02-07 09:00:00,2022-02-07 10:00:00,1810.274,1813.468,2,0.2292554845833239,0.8703560861221269,0.0,-0.17643737909289747
long,2022-02-07 10:00:00,2022-02-07 11:00:00,1813.468,1813.138,2,0.1345588812422971,0.870253312028474,0.0,-0.018197178003698244
short,2022-02-07 11:00:00,2022-02-07 14:00:00,1813.138,1815.764,4,0.02018806155166253,0.8705317941445119,0.0,-0.1448317778348862
long,2022-02-07 14:00:00,2022-02-07 17:00:00,1815.764,1821.048,4,0.20623829502151025,0.8716874046247819,0.2910069810834415,0.0
short,2022-02-07 17:00:00,2022-03-15 05:00:00,1821.048,1928.103,580,-5.883156815600343,0.8211760881435302,0.20757278226603004,-13.635554911237936
long,2022-03-15 05:00:00,2022-03-16 20:00:00,1928.103,1925.453,39,0.023510981418572996,0.8207015982101399,0.34572841803575116,-1.067370363512743
short,2022-03-17 02:00:00,2022-03-18 17:00:00,1936.228,1923.568,39,-0.09897602423578622,0.8198893003973919,0.6538486170017177,-0.6309174332774781
long,2022-03-18 17:00:00,2022-03-21 14:00:00,1923.568,1934.91,19,0.15342886485214535,0.8238575457206428,0.5896334312070151,-0.18767207605865366
short,2022-03-21 19:00:00,2022-03-22 08:00:00,1935.478,1925.073,13,0.5197491261983878,0.8281395381156454,0.5639433772949065,-0.06112185206961218
long,2022-03-22 08:00:00,2022-03-23 13:00:00,1925.073,1931.733,29,0.5008567777871731,0.8323165323450018,0.5194608204468043,-0.5137467514218952
long,2022-03-23 14:00:00,2022-03-23 16:00:00,1929.298,1936.523,3,0.15578998985716908,0.8336131981863216,0.3744885445379653,0.0
short,2022-03-23 18:00:00,2022-03-28 06:00:00,1946.653,1933.153,56,0.2241578401454447,0.8354818075265434,0.6934980194210238,-0.9393045396380417
long,2022-03-28 06:00:00,2022-04-11 00:00:00,1933.153,1944.188,221,0.5941515608723913,0.8408198127668962,0.7234295474801922,-1.867622479958908
